Year,Speaker,Presentation_Type,Title,Keywords
2017,Alok N Singh,Talks,R4ML: A Scalable R for Machine Learning,"R, Distributed/Scalable, Machine Learning, SparkR, SystemML"
2017,Sienneh Z Tamba,Lightning Talks,Graduate from plot to ggplot2: Using R to visualize the story of Ebola survivors in the PREVAIL III Ebola Natural History Study,"R, ggplot2, visualization, research, observational study"
2017,A. Jonathan R. Godfrey,Talks,Interactive graphs for blind and print disabled people,"accessibility, exploration, interactivity"
2017,Winston Chang,Talks,The R6 Class System,"Classes, Object-oriented programming, R6, Reference classes"
2017,Nolen Perualila,Poster Session,The E-learning System for Linear Models; The >eR-Biostat Initiative for Developing Countries,"Linear Models, The >eR-BioStat initiative, Developing countries, Master programs, The E-learning system using R"
2017,Herman Sontrop,Talks,Developing and deploying large scale Shiny applications for non-life insurance,"Shiny modules, HTMLWidgets, HTMLTemplates, openCPU, NoSQL, Docker"
2017,David Smith,Lightning Talks,Recommendations for coworker collaborators using R and the Office Graph API,"social networks, igraph, Office Graph, Power BI, dashboards"
2017,Balasubramanian Narasimhan,Talks,Adaptive Subgroup Selection in Sequential Trials,NA
2017,Pavlo Mozharovskyi,Talks,Depth and depth-based classification with *R*-package **ddalpha**,"Data depth, Supervised classification, DD-plot, Outsiders, Visualization"
2017,Nicolau Manubens,Poster Session,startR - Retrieving multidimensional distributed data sets in R,"distributed data sets, multi-dimensional, subset, retrieve, homogenize, arrange"
2017,Steffen Wagner,Talks,Implementing Predictive Analytics projects in corporate environments,"R in production, business applications"
2017,Pauline Vaissié,Poster Session,BioMAn^TM^: a user-friendly interface for targeted metagenomic data visualization and analysis,"Metagenomics, Data visualization, Statistical analysis, Web platform"
2017,Ewoud De Troyer,Talks,Extracting Meaningful Noisy Biclusters from a Binary Big-Data Matrix using the BiBitR R Package,"R, package, biclustering, binary data"
2017,"Hannah Frick, Alice Daish",Talks,R-Ladies Global Community,"R-Ladies, Diversity, R community"
2017,Sebastian Warnholz,Talks,Modules in R,"programming, functional-programming"
2017,Nicolas Pröllochs,Talks,ReinforcementLearning: A package for replicating human behavior in *R*,"Reinforcement Learning, Human-Like Learning, Experience Replay, Q-Learning, Decision Analytics"
2017,Markus Voge,Talks,Morphological Analysis with R,"Shiny, DataTables, analysis methods, problem-solving"
2017,Dea Rynanda Putri,Poster Session,Modeling cage effects in microbial community in Type 1 Diabetes (T1D) mouse model using mixed effect models,"cage, time, microbiome, mouse model, mixed effect models"
2017,Michael Kossmeier,Talks,Visual funnel plot inference for meta-analysis,"meta-analysis, funnel plot, visual inference, publication bias, small study effects"
2017,Torsten Hothorn,Talks,Transformation Forests,"random forest, transformation model, quantile regression forest, conditional distribution, conditional quantiles"
2017,Rudradev Sengupta,Talks,"IntegratedJM - an R package to Jointly Model the Gene-Expression and Bioassay Data, Taking Care of the Fingerprint Feature effect","Bioactivity, Biomarkers, Chemical Structure, Joint Model, Multi-source"
2017,Smit Rohan,Poster Session,no title,NA
2017,Carel Peeters,Talks,**rags2ridges**: A One-Stop-Go for Network Modeling of Precision Matrices,"Data integration, Graphical modeling, High-dimensional precision matrix estimation, Networks"
2017,Rytis Bagdziunas,Poster Session,Assessing and visualizing drug synergy,"Synergy, Dose-Response, Response surface, Loewe additivity"
2017,Sengewald Erik,Poster Session,Dynamic Item- and Teststatistics - A shiny GUI for test development,"shiny, psychometrics, test developent, reproducible research"
2017,Marek Rogala,Talks,shiny.collections: Google Docs-like live collaboration in Shiny,"Shiny, data applications, UX, live collaboration, data persistence"
2017,Andreas Petutschnig,Poster Session,Routing Along Multiple Paths,"Routing, Graph, Network, Probabilistic Routing"
2017,Henning Bumann,Lightning Talks,(An Introduction to the r2anki-package),"Speaced Repetition Learning, r2anki, RMarkdown"
2017,Mark Padgham,Talks,"Maps are data, so why plot data on a map?","data maps, OpenStreetMap, spatial, visualization"
2017,Iago Mosqueira,Talks,Quantitative fisheries advice using R and FLR,"Quantitative Fisheries Science, Common Fisheries Policy, Management Strategy Evaluation, advice, simulation"
2017,David Gohel,Talks,Package ggiraph: a ggplot2 Extension for Interactive Graphics,"visualization, interactive"
2017,Olga Mierzwa-Sulima,Talks,How we built a Shiny App for 700 users?,"Shiny, shiny.semantic, UI, UX, application performance, analytics consulting"
2017,Marijke Van Moerbeke,Talks,Integrated Cluster Analysis with R in Drug Discovery Experiments using Multi-Source Data,"High dimensional data, Clustering"
2017,Keon-Woong Moon,Poster Session,Make Interactive Exploratory Plots Using a Shiny App,"exploratory data analysis, ggplot2, interactive plot, HTML5, powerpoint"
2017,Thomas Levine,Talks,bradio: Add data music widgets to your business intelligence dashboards.,"music, sonification, Shiny"
2017,Dean Attali,Lightning Talks,Plot Colour Helper - Finally an easy way to pick colours for your R plots!,"ggplot2, visualization, shiny, colours, plotting"
2017,Brooke Anderson,Poster Session,eesim: Simulating Air Pollution and Health Outcome Data with R,"simulation, power analysis, epidemiology, environmental health"
2017,Darrin Speegle,Talks,Change Point Detection in Persistence Diagrams,"TDA, Persistence, Wavelets, Change-Point Detection"
2017,Natalia da Silva,Talks,"metawRite: Review, write and update meta-analysis results","Living systematic review, meta-analysis, shiny, reproducible research"
2017,Stan Pounds,Poster Session,R2GPU: A Simple *R* Interface for General Purpose Computing on NVIDIA Graphical Processing Units,"graphical processing unit, GPU, parallel computing"
2017,Edzer Pebesma,Talks,"Scalable, Spatiotemporal Tidy Arrays for R (stars)",NA
2017,Brooke Anderson,Talks,Hosting Data Packages via `drat`: A Case Study with Hurricane Exposure Data,"drat repositories, package repositories, data packages, reproducible research"
2017,Giuseppe Bruno,Poster Session,Central Bank Communications: Information extraction and Semantic Analysis,"Text Mining, Semantic Analysis, Pointwise Mutual Information, Web search"
2017,Bernard Francq,Lightning Talks,"**BivRegBLS**, a new *R* package: Tolerance Intervals and Errors-in-Variables Regressions in Method Comparison Studies","Tolerance Intervals, Method Comparison Studies, Agreement, Errors-in-Variables Regression, Bivariate Least Square"
2017,Lionel Henry,Talks,Programming with tidyverse grammars,"tidyeval, tidyverse, dplyr, quasiquotation, NSE"
2017,Eugene Ha,Lightning Talks,Functional Input Validation with valaddin,"input validation, type safety, defensive programming, functional"
2017,Anne Lund Christophersen,Lightning Talks,Statistics hitting the business front line,"enterprise, collaboration, business, rmarkdown"
2017,Kamil Simka,Poster Session,Applications of Big Data methods in Finance: Index Tracking,"Index tracking, Passive investment, L1-norm, Least Angle Regression, Quadratic optimization, Warsaw Stock Exchange, WIG, WIG20, mWIG40, sWIG80"
2017,Martin  Schneider,Poster Session,Design Thinking in data science,"data science, design thinking, projectmanagement"
2017,Berry Boessenkool,Lightning Talks,rdwd - manage German weather observations,"Weather, Data, Climate, Germany, FTP"
2017,Grace Meyer,Talks,Too good for your own good: Shiny prototypes out of control,"Shiny, Project Management, Product Management, Best Practice, Stakeholder Management"
2017,Michael Höhle,Lightning Talks,Better Confidence Intervals for Quantiles,"Coverage, Comparing R packages, Uncertainty, Bootstrap"
2017,Abdollah Safari,Talks,Efficient conversion probability estimator for display advertising with R,"Display advertising, Conversion probability, Survival, Bias-adjustment"
2017,Carissa Shafto,Talks,Using Data and R to Improve Nursing Education,education
2017,Kirsten  Van Hoorde,Lightning Talks,Use of templates within an R package to create a (semi-)automated analysis workflow and/or report,"reporting, reproducibility, automation, Rmarkdown"
2017,David Selby,Poster Session,Ranking influential communities in networks,"PageRank, Bradley--Terry model, networks, ranking, bibliometrics"
2017,Michela Battauz,Talks,IRT test equating with the R package equateIRT,"Equating, Item Response Theory, Multiple Forms, Scoring, Testing"
2017,Yves Brostaux,Lightning Talks,"OpenSpat, spread the spatial world","spatial data, lifelong learning, open source"
2017,Ehsan Masoudi,Talks,ICAOD: An R Package  to Find Optimal Designs for Nonlinear Models with Imperialist Competitive Algorithm,"Optimal design, Nonlinear models, Optimization, Evolutionary algorithm"
2017,Boris Vaillant,Talks,Analysis of German Fuel Prices with R,"Analytics, Marketing, tidyverse, purrr, ggplot2, rgdal, sp and more"
2017,Xavier Lories,Poster Session,Development of R/shiny applications for the biopharmaceutical industry,NA
2017,Nick Strayer,Talks,Letting R sense the world around it with **shinysense**,"Shiny, JavaScript, Data Collection, User Experience"
2017,Thibaut Jombart,Poster Session,Who infects whom? Generalised outbreak reconstruction using outbreaker2,NA
2017,Jorn op den Buijs,Poster Session,Predictive Modeling of Emergency Care in Older Adults: Comparison of Supervised Learning Algorithms in R,"Accountable Care, Philips CareSage, Emergency Department, Medical Alert Service, Predictive Modeling"
2017,Saulo Delfino Barboza,Poster Session,Using R to protect athletes' health,"epidemiology, surveillance, athletic injuries, sports medicine"
2017,Christoph Reudenbach,Talks,Link2GI - Easy linking Open Source GIS with R,"Spatial analysis, Setup, GRASS, SAGA, OTB, QGIS"
2017,Stefan Nikolic,Poster Session,Optimized *R* implementation of collaborative filtering,"recommender systems, collaborative filtering, machine learninig, gradient descent, optimization"
2017,Florian Privé,Lightning Talks,The R package bigstatsr: Memory- and Computation-Efficient Statistical Tools for Big Matrices,"Statistics, Big Data, Memory-mapping, Parallelism"
2017,Rianne Schouten,Talks,Generating Missing Values for Simulation Purposes: A Multivariate Amputation Procedure,"R-function `ampute`, Multivariate Amputation, Missing Data Methodology, Simulation Studies"
2017,M.Lepage,Lightning Talks,"An example of Shiny tool at NestlÃ© R&D, an enabler to guide product developers in designing gluten free biscuits","Shiny, linear modeling, gluten-free, formulation guidance tool"
2017,Bo Werth,Lightning Talks,nsoAPI - retrieving data from National Statistical Offices with R,"API, CURL, Official Statistics"
2017,Frans van Dunné,Poster Session,R in support of civil society strengthening in the gender-based violence sector in South Africa,"Social Development, Policy and decision making, custom graphics, Shiny, ggplot2"
2017,Irene Garcia Mosquera,Poster Session,Bayesian item response modeling: an application to universities admission tests,"item response theory, Bayesian estimation, generalized linear model Gamma with log link, admission tests to Universities"
2017,Tal Galili,Lightning Talks,**heatmaply**: an *R* package for creating interactive cluster heatmaps,"cluster heatmap, interactive visualization, ggplot2, plotly, shiny"
2017,Tim Appelhans,Talks,mapedit - interactive manipulation of spatial objects,"Spatial analysis, Interactive, Visualization"
2017,Steffen Moritz,Talks,How to deal with Missing Data in Time Series and the imputeTS package,"Missing Data, Time Series, Imputation, Visualization, Data Pre-Processing"
2017,Lisa Schlosser,Talks,Distributional Trees and Forests,"Distributional regression, recursive partitioning, decision trees, random forests"
2017,Andrea Rau,Talks,Clustering transformed compositional data using *coseq*,"Clustering, compositional data, K-means, mixture model, transformation, co-expression"
2017,Timothy Wong,Poster Session,Parallelised Time Series Spike Detection using R on the Hadoop Platform,"time series, spike detection, Fourier transformation, MCMC, Hadoop"
2017,Antony Unwin,Talks,When is an Outlier an Outlier?  The O3 plot.,NA
2017,Christian Kleiber,Talks,**countreg**: Tools for count data regression,"Count data regression, model diagnostics, rootogram, visualization"
2017,Marco Blume,Talks,Sports Betting and R: How R is changing the sports betting world,"Sports Betting, Sports Analytics, Vegas, Markets"
2017,Tiantian Li ,Poster Session,Developing R Tools for Health Risk for Ozone data,"Ozone, Ozone pollution, raster data, zonal statistics, health risk"
2017,Alex Dolphin,Poster Session,Use of R at trivago,"trivago, poster"
2017,Federico Marini,Talks,Interactive and Reproducible Research for RNA Sequencing Analysis,"RNA-Seq, Exploratory Data Analysis, Differential Expression, Interactivity, Reproducibility"
2017,Matthias Gehrke,Talks,A quasi-experiment for the influence of the user interface on the acceptance of R,"Teaching Statistics using R, User Interface, Technology Acceptance Model"
2017,Edwin de Jonge,Lightning Talks,Data Error! But where?,Error Datacleaning
2017,Julia Silge,Talks,"Text mining, the tidy way","text mining, natural language processing, tidy data, sentiment analysis"
2017,Bryan Galvin,Poster Session,Rtraildb: R interface to TrailDB,"big data, high performance computing, operationalizing R, etl"
2017,Rickey Carter,Lightning Talks,Object-oriented markdown in R to facilitate collaboration,"Reproducible research, statistical output, data analysis pipeline"
2017,Olivia Grigg,Lightning Talks,A graphical tool for monitoring survival trajectories in real time: the STRAND chart,"model monitoring, EWMA (exponentially weighted moving average), survival data, risk adjustment (RA), CUSUM (cumulative sum) control chart"
2017,Susanne Berger,Talks,Various Versatile Variances: An Object-Oriented Implementation of Clustered Covariances in *R*,"clustered data, clustered covariance matrix estimators, object-orientation, simulation, R"
2017,Michael Dewey,Lightning Talks,What is missing from the meta-analysis landscape?,"meta-analysis, CRAN Task View"
2017,Roger Bivand,Poster Session,The R Journal: status,"Review process, R documentation, article publication, author status"
2017,Roger Bivand,Poster Session,Alternatives to the **akima** package,"2D interpolation, 2D extrapolation, 2D surface approximation, surface visualization"
2017,Munshi Imran Hossain,Lightning Talks,Digital Signal Processing with R,"Signal processing, signal segmentation, predictive modeling"
2017,Joseph Rickert,Lightning Talks,R Blogging with blogdown and GitHub,"R blogging, blogdown, GitHub, R Markdown"
2017,Joseph Rickert,Talks,How the R Consortium is Supporting the R Community,R Consortium
2017,Tomas Kalibera,Talks,Taking Advantage of the Byte Code Compiler,"Compiler, Byte-Code, Interpreter, Performance"
2017,Alexander Kruse,Poster Session,Bike sharing usage with Shiny and Leaflet,"Leaflet, Shiny, Open Data, Spatial Analysis, Maps"
2017,Brian Piccolo,Talks,Dynamic Assessment of Microbial Ecology (*DAME*): A Shiny App for Analysis and Visualization of Microbial Sequencing Data,"Shiny, microbiome, sequencing, ecology, 16S rRNA"
2017,Gergely Daroczi,Talks,Stream processing with R in AWS,"stream processing, big data, ETL, scale"
2017,Sigrid Keydana,Talks,R and Haskell: Combining the best of two worlds,"HaskellR, Haskell, Interoperability"
2017,Emily Burchfield,Poster Session,Using **R-INLA** to understand institutional moderators of drought,"R-INLA, Drought, Spatio-temporal, Bayesian"
2017,Nicolas Sauwen,Talks,Differentiation of brain tumor tissue using hierarchical non-negative matrix factorization,"non-negative matrix factorization, magnetic resonance imaging, brain tumor"
2017,Kelly McConville,Poster Session,"Teaching the Tidyverse in the Second Semester, Undergraduate Statistics Course","statistics education, tidyverse, markdown, glmnet"
2017,Frédéric M. Vanwindekens,Poster Session,"Using *R* in transdisciplinary approches for visualiazing and analysing people's perceptions, knowledge and practices in complex social-ecological systems","qualitative survey, semi-quantitative approach, cognitive mapping, transdisciplinarity, visualization"
2017,Edwin Thoen,Lightning Talks,Preparing Datetime Data with Padr,"Data Preparation, Datetime Data, Tidyverse"
2017,Barbara Borges Ribeiro,Talks,Interacting with databases from Shiny,"databases, shiny, DBI, dplyr, pool"
2017,José de Jesus Filho,Lightning Talks,Jurimetrics: quantitative analysis of judicial decisions using *R*,"Jurimetrics, Judicial decisions,Webscraping,Text mining, Predictive modeling"
2017,Renata Yokota,Talks,**addhaz**: Contribution of chronic diseases to the disability burden in *R*,"Disability, Binomial outcome, Multinomial outcome, Additive hazard model, Cross-sectional data"
2017,Maëlle Salmon,Lightning Talks,Using an *R* package as platform for harmonized cleaning of data from RTI MicroPEM air quality sensors,"package, reproducibility, science, quality control, personal monitoring"
2017,Julie Aubert,Poster Session,CHMM: an R package for coupled Hidden Markov Models,"Coupled Hidden Markov Models, Variational approximation, Copy Number Variation"
2017,John Newell,Lightning Talks,Introducing the DynNom package for the generation of dynamic nomograms,"Nomograms, Shiny, Dynamic Nomograms, Translational Statistics"
2017,Michael Dorman,Talks,`shadow`: R Package for Geometric Shade Calculations in an Urban Environment,"shadow, sun position, geometry, solar radiation, building facades"
2017,Sammy Deprez,Lightning Talks,The perfect marriage - Microsoft <3 R,"Microsoft, R, Visualizing, Collaboration, PowerBi"
2017,Carson Sievert,Talks,Linking views on the web from R without shiny,"visualization, linked views, htmlwidgets, plotly, leaflet"
2017,Qi Zheng,Lightning Talks,R in research on microbial mutation rates,NA
2017,Martijn Tennekes,Talks,Exploring and presenting maps with **tmap**,"Visualisation, maps, interaction, exploration"
2017,Julie Josse,Talks,Diversity of the R Community,"R foundation, R community, gender gap, diversity, conferences"
2017,Christina Knudson,Talks,R Package glmm: Likelihood-Based Inference for Generalized Linear Mixed Models,"generalized linear mixed model, maximum likelihood, statistical inference, Monte Carlo"
2017,Jan Wijffels,Talks,Computer Vision and Image Recognition algorithms for R users,"Computer Vision, Image recognition, Object detection, Image feature engineering"
2017,Richard Cotton,Talks,RL10N: Translating Error Messages & Warnings,"package development, localization, translation, errors and warnings, R Consortium"
2017,Mark Hornick,Talks,Architectural Elements Enabling R for Big Data,"Big Data, Machine Learning, Scalability, High Perforance Computing, Graph Analytics"
2017,Kenneth Benoit,Talks,Text Analysis and Text Mining Using R,"text analysis, text mining, machine learning, social media"
2017,Benjamin French,Poster Session,Quantifying radiation health effects in the Life Span Study of atomic bomb survivors,"cancer incidence, generalized non-linear models, regression"
2017,Beibei Jiang,Lightning Talks,Simulate phenotype(s) with epistatic interactions,"simulation, multiple phenotyes, epistatic interactions"
2017,Joni Virta,Lightning Talks,ICtest: Estimating the Number of Interesting Components,"Principal component analysis, Independent component analysis, Non-Gaussian component analysis, Sliced inverse regression"
2017,Szilard Pafka,Talks,A Benchmark of Open Source Tools for Machine Learning from R,"machine learning, predictive modeling, predictive accuracy, scalability, speed"
2017,Claus Thorn Ekstrøm,Talks,Show me the errors you didn't look for,"Data cleaning, Quality control, Reproducible research, Data validation"
2017,Victor Aguirre,Poster Session,CONS an R Based Graphical Interface to Perform Consonance Analysis,"Sensory evaluation, Panel performance, PCA"
2017,Max Humber,Talks,Scraping data with rvest and purrr,"rvest, purrr, webscraping, fantasy, sports"
2017,Daniel Nüst,Talks,Automatically archiving reproducible studies with Docker,"Docker, Reproducible Research, Open Science"
2017,Thomas Balmat,Talks,An Efficient Algorithm for Solving Large Fixed Effects OLS Problems with Clustered Standard Error Estimation,"large data least squares, fixed effects estimation, clustered standard error estimation, sparse matrix methods, high performance computing"
2017,Sean Lopp,Lightning Talks,Strategies for Reproducible Research with Packrat,"Reproducible Research, Packrat, Packages, Version Control"
2017,Paul Bürkner,Talks,brms: Bayesian Multilevel Models using Stan,"multilevel models, Bayesian inference, Stan"
2017,Mark van der Loo,Talks,Easy imputation with the simputation package,"imputation, missing values, grammar of data manipulation"
2017,Dootika Vats,Talks,MCMC Output Analysis Using R package mcmcse,"MCMC, stopping rule, effective sample size"
2017,Alessio Crippa,Poster Session,Interactive Shiny Applications for Flexible Modeling of Quantitative Predictors in Epidemiology,"Flexible Modeling, Dose-response Analysis, Shiny, Interactive Web Application, Regression Models, Epidemiology"
2017,Tom Reynkens,Talks,Actuarial and statistical aspects of reinsurance in *R*,"extreme value theory, censoring, splicing, risk measures"
2017,Michael Dietze,Lightning Talks,eseis â€“ A toolbox to weld seismologic and geomorphic data analysis,"Seismology, Spatial, Time series, Geomorphology"
2017,Taylor Arnold,Talks,A Tidy Data Model for Natural Language Processing,"text analysis, database normalization, exploratory data analysis, feature extraction, visualization"
2017,Salvino Salvaggio,Poster Session,Do Presidents Have Sentiments ?,"political science, sentiment analysis, visualization"
2017,Jannes Muenchow,Talks,**RQGIS** - integrating *R* with QGIS for innovative geocomputing,"GIS interface, QGIS, Python interface"
2016,Derek Damron,Lightning talk,Empowering Business Users with Shiny,NA
2016,Douglas Galagate,Lightning talk,Estimating causal dose response functions using the causaldrf R package,NA
2016,Jeffrey Horner,Lightning talk,Hash Tables in R are Slow,NA
2016,Miranda Yolanda Mortlock,Lightning talk,Bespoke eStyle Statistical Training for Africa: challenges and opportunities of developing an online course,NA
2016,Jan-Philipp Kolb,Lightning talk,Tie-ins between R and Openstreetmap data,NA
2016,William Kyle Hamilton,Lightning talk,MAVIS: Meta Analysis via Shiny,NA
2016,Gabrielle Jeanne Weinrott,Lightning talk,Visualization of Uncertainty for Longitudinal Data,NA
2016,Steven Elliot Pav,Lightning talk,madness: multivariate automatic differentiation in R,NA
2016,Allan Miller,Lightning talk,rempreq: An R package for Estimating the Employment Impact of U.S. Domestic Industry Production and Imports,NA
2016,Raphaël Nedellec,Lightning talk,Scalable semi-parametric regression with mgcv package and bam procedure,NA
2016,Robert Krzyzanowski,Lightning talk,Syberia: A Development Framework for R,NA
2016,Jeff David Allen,Contributed talk,Using Spark with Shiny and R Markdown,Performance
2016,Wes McKinney,Contributed talk,Advancing In-memory Analytics and Interoperability for R (and Python),R & other languages
2016,Anthony Goldbloom,Contributed talk,R in machine learning competitions,Kaleidoscope
2016,Kevin Ushey,Contributed talk,"RcppParallel: A Toolkit for Portable, High-Performance Algorithms",Performance
2016,Eric Riemer Hare,Contributed talk,Automatic Matching of Bullet Lands in R,Kaleidoscope
2016,Mark Hornick,Contributed talk,Taking R to new heights for scalability and performance,Performance
2016,Abdallah Bari,Contributed talk,Capturing and understanding patterns in plant genetic resource data to develop climate change adaptive crops using the R platform,Case study
2016,Garrett Grolemund,Contributed talk,Shiny Gadgets: Interactive tools for Programming and Data Analysis,Kaleidoscope
2016,Bhaskar Vishnu Karambelkar,Contributed talk,The options and challenges of spatial analysis in R,Spatial
2016,Javier Luraschi,Contributed talk,Importing modern data into R,Database
2016,J.J. Allaire,Contributed talk,Notebooks with R Markdown,Kaleidoscope
2016,Edward Ma,Contributed talk,"Distributed Computing using parallel, Distributed R, and SparkR",Performance
2016,Colin Witter Rundel,Contributed talk,Continuous Integration and Teaching Statistical Computing with R,Teaching
2016,Amelia McNamara,Contributed talk,Integrated R labs for high school students,Teaching
2016,Benoit Liquet,Contributed talk,Group and Sparse Group Partial Least Square Approaches Applied in Genomics Context,Regression
2016,Yihui Xie,Contributed talk,Authoring Books with R Markdown,Kaleidoscope
2016,Yannig Goude,Contributed talk,OPERA: Online Prediction by ExpeRts Aggregation,Statistical Methods & Application
2016,James F Hester,Contributed talk,Covr: Bringing Code Coverage to R,Miscellaneous
2016,David Ibarra,Contributed talk,Experiences on the Use of R in the Water Sector,Case study
2016,Charles Arthur Piercey,Contributed talk,How to keep your R code simple while tackling big datasets,Analytics
2016,A. Jonathan R. Godfrey,Contributed talk,R markdown: Lifesaver or death trap?,Kaleidoscope
2016,Joaquin Vanschoren,Contributed talk,Connecting R to the OpenML project for Open Machine Learning,Kaleidoscope
2016,Rhydwyn McGuire,Contributed talk,"Reusable R for automation, small area estimation and legacy systems",Reproducible research
2016,Jakob Richter,Contributed talk,mlrMBO: A Toolbox for Model-Based Optimization of Expensive Black-Box Functions,Machine Learning
2016,Jonathan McPherson,Contributed talk,flexdashboard: Easy interactive dashboards for R,Interactive
2016,Pablo Emilio Verde,Contributed talk,bamdit: An R Package for Bayesian Meta-Analysis of Diagnostic Test Data,Bayesian
2016,Joe Cheng,Contributed talk,Linking htmlwidgets with crosstalk and mobservable,Kaleidoscope
2016,Aaron Seth Horowitz,Contributed talk,New Paradigms In Shiny App Development: Designer + Data Scientist Pairing,Interactive
2016,Matteo Fasiolo,Contributed talk,Fast additive quantile regression in R,Regression
2016,Oleg Sofrygin,Contributed talk,Estimation of causal effects in network-dependent data,Kaleidoscope
2016,Winston Chang,Contributed talk,Profvis: Profiling tools for faster R code,Performance
2016,Zhe Sha,Lightning talk,Maximum Monte Carlo likelihood estimation of conditional auto-regression models,NA
2016,Alexander Meyer,Lightning talk,Automated risk calculation in clinical practice and research - the riskscorer package,NA
2016,Torben Tvedebrink,Lightning talk,Getting R into your bathroom,NA
2016,Kenneth Buker,Lightning talk,Using R for Game Development Analysis,NA
2016,Arlene Mari Zaima,Lightning talk,Scaling R for Business Analytics,NA
2016,Jocelyn Sendecki,Lightning talk,A Shiny App is Worth 1000**3 Words: A Case Study in Displaying Three-Dimensional Dose Combination Response Data,NA
2016,Alon Friedman,Lightning talk,Peirce--theory-of-signs in R,NA
2016,Guoli Sun,Lightning talk,Introduce R package: Tree Branches Evaluated Statistically for Tightness (TBEST),NA
2016,Konstantin Golyaev,Lightning talk,Forecasting Revenue for S&P 500 Companies  Using the baselineforecast Package,NA
2016,Jeffrey Mark Gonzalez,Lightning talk,Clustering of Hierarchically-Linked Multivariate Datasets,NA
2016,Dean Attali,Lightning talk,shinyjs: Easily improve UX in your Shiny apps without having to learn JavaScript,NA
2016,Annie J Wang,Lightning talk,Two Cultures: From Stata to R,NA
2016,Daniel David Leybzon,Lightning talk,The Best Time to Post on Reddit,NA
2016,Carlos Leonardo Kulnig Cinelli,Lightning talk,"NetworkRiskMeasures:  risk measures for (financial) networks, such as DebtRank, Impact Susceptibility, Impact Diffusion and Impact Fluidity.",NA
2016,Ian Cook,Lightning talk,Weather Alerts Data with R,NA
2016,Olga Cecilia Usuga,Lightning talk,RelDists package for reliability analysis,NA
2016,Florian Schwendinger,Lightning talk,Interact with Python from within R,NA
2016,Soumya Kalra,Lightning talk,Thinking about Energy Markets with interactivity,NA
2016,Hazaël Jones,Lightning talk,GeoFIS: an R-based open source software for analyzing and zoning spatial data,NA
2016,Sandy Griffith,Lightning talk,Using R at a rapidly scaling healthcare technology startup,NA
2016,Frederick Joseph Boehm,Lightning talk,Event Detection with Social Media Data,NA
2016,Gergely Daroczi,Lightning talk,Let's meet on satRday!,NA
2016,Ethan Christopher Brown,Lightning talk,Convenient educational & psychological test reporting with the QME package & a Shiny UI,NA
2016,Giuseppe Bruno,Lightning talk,Text Mining and Sentiment Extraction in Central Bank Documents,NA
2016,Stefan Feuerriegel,Lightning talk,Understanding human behavior for applications in finance and social sciences: Insights from content analysis with novel Bayesian learning in R,NA
2016,Gene Leynes,Lightning talk,Optimizing Food Inspections with Analytics,NA
2016,Nathan Pavlovic,Lightning talk,Interactive dashboards for visual quality control of air quality data,NA
2016,Gert Janssenswillen,Contributed talk,edeaR: extracting knowledge from process data,R in business
2016,Nick Elprin,Lightning talk,Building a High Availability REST API Engine for R,NA
2016,Hao Zhu,Lightning talk,Automated clinical research tracking and assessment using R-Shiny,NA
2016,Mario Deng,Lightning talk,FirebrowseR an 'API' Client for Broads 'Firehose' Pipeline,NA
2016,Stephen R Piccolo,Lightning talk,Performance Above Random Expectation: A more intuitive and versatile metric for evaluating probabilistic classifiers,NA
2016,Rajiv Shah,Lightning talk,Outlier Detection Methods,NA
2016,Elaine Allen McVey,Lightning talk,gtfsr: A package to make transit system analysis easy,NA
2016,Edwin de Jonge,Lightning talk,"Chunked, dplyr for large text files",NA
2016,Jeff Mettel,Lightning talk,"R's Role in Healthcare Data: Exploration, Visualization and Presentation",NA
2016,Yeng Bun,Contributed talk,Inside the Rent Zestimates,Analytics
2016,Carson Sievert,Contributed talk,Practical tools for exploratory web graphics,Graphics
2016,Ben S Baumer,Contributed talk,ETL for Medium Data,Database
2016,Alice Daish,Contributed talk,Transforming a Museum to be data-driven using R,Kaleidoscope
2016,Antonio Alberto Santos,Contributed talk,"Real-time analysis of the intraday financial volatility: Big data, simulations and stochastic volatility using R",Statistics & Big Data
2016,Marvin N. Wright,Contributed talk,ranger: A fast implementation of random forests for high dimensional data,Statistics & Big Data
2016,Pete Mohanty,Contributed talk,bigKRLS: optimizing non-parametric regression in R,Regression
2016,Qiang Kou,Contributed talk,Deep Learning for R with MXNet,Machine Learning
2016,Alexander Kowarik,Contributed talk,Simulation of Synthetic Complex Data: The R-Package simPop,Miscellaneous
2016,Garrett Dancik,Contributed talk,"swirl-tbp: a package for interactively learning R programming and data science through the addition of template-based practice problems in swirl",Teaching
2016,Andee Kaplan,Contributed talk,Introducing Statistics with intRo,Teaching
2016,Tengfei Yin,Contributed talk,Wrapping Your R tools to Analyze National-Scale Cancer Genomics in the Cloud,Bioinformatics
2016,Rebecca Louise Barter,Contributed talk,Superheat: Supervised heatmaps for visualizing complex data,Statistics & Big Data
2016,Kellie Nicole Ottoboni,Contributed talk,permuter: An R Package for Randomization Inference,Statistical Methods & Application
2016,Yves Croissant,Contributed talk,Multiple Hurdle Tobit models in R: the mhurdle package,Regression
2016,Nicolas Städler,Contributed talk,Two-sample testing in high dimensions,Bioinformatics
2016,Ian John Lyttle,Contributed talk,Using Shiny modules to build more-complex and more-manageable apps,Interactive
